Month,ShortCat,Value
2021 September,Pharmacy & Cosmetics,150.1
2021 September,Clothing & Footwear,128.2
2021 September,Electrical Goods,246.2
2021 September,Bars,81.6
2021 September,Furniture & Lighting,200.8
2021 September,Hardware & DIY,163.2
2021 September,Automotive Fuel,103.7
2021 September,Motor Trades,134.6
2021 September,Department Stores,96.3
2021 October,Automotive Fuel,96.3
2021 October,Hardware & DIY,152.0
2021 October,Furniture & Lighting,201.9
2021 October,Food Stores,127.2
2021 October,Motor Trades,131.9
2021 October,Pharmacy & Cosmetics,147.9
2021 October,Automotive Fuel,96.6
2021 October,Electrical Goods,213.4
2021 October,Bars,77.1
2021 October,Motor Trades,98.9
2021 October,Food Stores,130.9
2021 October,Department Stores,107.1
2021 October,Department Stores,95.9
2021 October,Clothing & Footwear,144.0
2021 October,Food Stores,132.4
2021 October,Clothing & Footwear,126.0
2021 October,Department Stores,85.8
2021 October,Electrical Goods,203.5
2021 October,Bars,92.2
2021 October,Furniture & Lighting,217.8
2021 October,Pharmacy & Cosmetics,134.7
2021 October,Clothing & Footwear,108.1
2021 October,Motor Trades,125.3
2021 October,Bars,108.1
2021 October,Furniture & Lighting,144.7
2021 October,Hardware & DIY,126.9
2021 October,Automotive Fuel,116.3
2021 October,Electrical Goods,130.2
2021 October,Food Stores,126.5
2021 October,Automotive Fuel,116.1
2021 October,Hardware & DIY,143.3
2021 October,Pharmacy & Cosmetics,160.5
2021 October,Department Stores,78.5
2021 October,Bars,87.6
2021 October,Furniture & Lighting,158.6
2021 October,Clothing & Footwear,120.3
2021 October,Pharmacy & Cosmetics,127.4
2021 October,Hardware & DIY,139.1
2021 October,Motor Trades,87.6
2021 October,Electrical Goods,132.1
2021 November,Motor Trades,70.4
2021 November,Food Stores,132.5
2021 November,Department Stores,107.3
2021 November,Hardware & DIY,148.0
2021 November,Furniture & Lighting,161.4
2021 November,Bars,81.5
2021 November,Electrical Goods,219.7
2021 November,Clothing & Footwear,154.3
2021 November,Pharmacy & Cosmetics,142.3
2021 November,Automotive Fuel,122.3
2021 November,Food Stores,134.1
2021 November,Motor Trades,92.2
2021 November,Pharmacy & Cosmetics,164.1
2021 November,Clothing & Footwear,171.8
2021 November,Electrical Goods,380.9
2021 November,Bars,66.7
2021 November,Furniture & Lighting,216.0
2021 November,Hardware & DIY,166.0
2021 November,Automotive Fuel,98.4
2021 November,Department Stores,131.5
2021 November,Motor Trades,145.7
2021 November,Hardware & DIY,160.2
2021 November,Bars,74.0
2021 November,Electrical Goods,227.0
2021 November,Clothing & Footwear,149.6
2021 November,Pharmacy & Cosmetics,149.2
2021 November,Furniture & Lighting,185.7
2021 November,Food Stores,130.2
2021 November,Automotive Fuel,95.6
2021 November,Department Stores,104.2
2021 November,Motor Trades,137.6
2021 November,Food Stores,125.8
2021 November,Department Stores,83.8
2021 November,Hardware & DIY,149.8
2021 November,Automotive Fuel,116.8
2021 November,Bars,83.5
2021 November,Electrical Goods,135.9
2021 November,Clothing & Footwear,126.9
2021 November,Pharmacy & Cosmetics,129.2
2021 November,Furniture & Lighting,148.3
2021 December,Furniture & Lighting,193.7
2021 December,Clothing & Footwear,207.1
2021 December,Electrical Goods,335.4
2021 December,Bars,64.4
2021 December,Hardware & DIY,171.1
2021 December,Food Stores,129.4
2021 December,Department Stores,198.9
2021 December,Food Stores,152.1
2021 December,Motor Trades,58.7
2021 December,Motor Trades,122.2
2021 December,Pharmacy & Cosmetics,207.4
2021 December,Automotive Fuel,97.5
2021 December,Hardware & DIY,165.8
2021 December,Automotive Fuel,97.7
2021 December,Bars,51.8
2021 December,Motor Trades,130.6
2021 December,Food Stores,125.9
2021 December,Department Stores,84.3
2021 December,Automotive Fuel,120.8
2021 December,Hardware & DIY,155.9
2021 December,Furniture & Lighting,157.7
2021 December,Bars,58.4
2021 December,Electrical Goods,120.6
2021 December,Pharmacy & Cosmetics,206.2
2021 December,Clothing & Footwear,182.2
2021 December,Electrical Goods,205.1
2021 December,Bars,72.5
2021 December,Furniture & Lighting,190.9
2021 December,Furniture & Lighting,188.7
2021 December,Automotive Fuel,111.1
2021 December,Department Stores,167.3
2021 December,Food Stores,151.0
2021 December,Motor Trades,40.8
2021 December,Clothing & Footwear,119.4
2021 December,Pharmacy & Cosmetics,128.1
2021 December,Department Stores,103.9
2021 December,Pharmacy & Cosmetics,148.8
2021 December,Clothing & Footwear,139.7
2021 December,Electrical Goods,192.0
2021 December,Hardware & DIY,150.9
2022 January,Electrical Goods,207.0
2022 January,Pharmacy & Cosmetics,138.6
2022 January,Clothing & Footwear,148.6
2022 January,Clothing & Footwear,125.7
2022 January,Bars,62.1
2022 January,Electrical Goods,129.7
2022 January,Bars,70.1
2022 January,Furniture & Lighting,154.0
2022 January,Hardware & DIY,144.0
2022 January,Automotive Fuel,118.6
2022 January,Department Stores,94.9
2022 January,Food Stores,126.1
2022 January,Pharmacy & Cosmetics,119.0
2022 January,Furniture & Lighting,189.8
2022 January,Motor Trades,128.3
2022 January,Automotive Fuel,94.1
2022 January,Clothing & Footwear,109.7
2022 January,Electrical Goods,124.8
2022 January,Bars,46.4
2022 January,Furniture & Lighting,183.2
2022 January,Hardware & DIY,108.5
2022 January,Automotive Fuel,111.8
2022 January,Department Stores,71.4
2022 January,Food Stores,112.8
2022 January,Motor Trades,213.8
2022 January,Hardware & DIY,151.4
2022 January,Pharmacy & Cosmetics,121.3
2022 January,Clothing & Footwear,138.0
2022 January,Electrical Goods,229.1
2022 January,Pharmacy & Cosmetics,97.6
2022 January,Bars,47.4
2022 January,Hardware & DIY,116.4
2022 January,Automotive Fuel,89.6
2022 January,Department Stores,95.4
2022 January,Food Stores,118.2
2022 January,Motor Trades,170.8
2022 January,Motor Trades,118.5
2022 January,Food Stores,128.4
2022 January,Department Stores,118.4
2022 January,Furniture & Lighting,196.2
2022 February,Department Stores,63.1
2022 February,Automotive Fuel,124.2
2022 February,Hardware & DIY,129.7
2022 February,Furniture & Lighting,200.0
2022 February,Bars,71.1
2022 February,Food Stores,116.9
2022 February,Furniture & Lighting,150.4
2022 February,Motor Trades,128.8
2022 February,Food Stores,122.3
2022 February,Department Stores,88.4
2022 February,Automotive Fuel,123.1
2022 February,Hardware & DIY,145.5
2022 February,Motor Trades,183.9
2022 February,Pharmacy & Cosmetics,100.9
2022 February,Clothing & Footwear,111.8
2022 February,Bars,74.5
2022 February,Furniture & Lighting,184.8
2022 February,Hardware & DIY,137.1
2022 February,Automotive Fuel,100.8
2022 February,Department Stores,81.9
2022 February,Food Stores,127.4
2022 February,Motor Trades,166.1
2022 February,Bars,67.7
2022 February,Motor Trades,117.6
2022 February,Department Stores,108.4
2022 February,Automotive Fuel,96.4
2022 February,Hardware & DIY,154.2
2022 February,Furniture & Lighting,184.7
2022 February,Electrical Goods,101.8
2022 February,Pharmacy & Cosmetics,145.8
2022 February,Food Stores,123.8
2022 February,Clothing & Footwear,150.0
2022 February,Electrical Goods,167.7
2022 February,Pharmacy & Cosmetics,126.5
2022 February,Clothing & Footwear,129.5
2022 February,Bars,84.2
2022 February,Electrical Goods,131.4
2022 February,Clothing & Footwear,127.4
2022 February,Electrical Goods,209.4
2022 February,Pharmacy & Cosmetics,124.1
2022 March,Department Stores,99.0
2022 March,Food Stores,121.3
2022 March,Motor Trades,117.8
2022 March,Hardware & DIY,163.3
2022 March,Furniture & Lighting,174.9
2022 March,Bars,59.1
2022 March,Electrical Goods,155.6
2022 March,Clothing & Footwear,106.5
2022 March,Clothing & Footwear,123.5
2022 March,Pharmacy & Cosmetics,141.0
2022 March,Automotive Fuel,92.8
2022 March,Electrical Goods,98.6
2022 March,Department Stores,107.5
2022 March,Bars,62.7
2022 March,Furniture & Lighting,134.3
2022 March,Hardware & DIY,155.0
2022 March,Automotive Fuel,129.1
2022 March,Department Stores,74.3
2022 March,Food Stores,120.7
2022 March,Motor Trades,128.5
2022 March,Motor Trades,116.4
2022 March,Food Stores,125.7
2022 March,Department Stores,86.4
2022 March,Automotive Fuel,128.4
2022 March,Hardware & DIY,157.7
2022 March,Food Stores,125.4
2022 March,Bars,74.9
2022 March,Automotive Fuel,93.6
2022 March,Furniture & Lighting,154.7
2022 March,Furniture & Lighting,191.2
2022 March,Bars,65.7
2022 March,Electrical Goods,196.8
2022 March,Hardware & DIY,158.8
2022 March,Pharmacy & Cosmetics,153.3
2022 March,Pharmacy & Cosmetics,114.8
2022 March,Pharmacy & Cosmetics,130.4
2022 March,Clothing & Footwear,126.5
2022 March,Electrical Goods,122.3
2022 March,Clothing & Footwear,148.9
2022 March,Motor Trades,106.7
2022 April,Motor Trades,182.8
2022 April,Food Stores,137.6
2022 April,Department Stores,64.6
2022 April,Automotive Fuel,132.3
2022 April,Hardware & DIY,150.7
2022 April,Furniture & Lighting,132.6
2022 April,Bars,78.9
2022 April,Electrical Goods,92.5
2022 April,Motor Trades,116.7
2022 April,Pharmacy & Cosmetics,149.7
2022 April,Electrical Goods,139.6
2022 April,Bars,72.8
2022 April,Furniture & Lighting,182.2
2022 April,Hardware & DIY,148.7
2022 April,Automotive Fuel,99.0
2022 April,Department Stores,76.9
2022 April,Food Stores,131.8
2022 April,Motor Trades,142.6
2022 April,Clothing & Footwear,147.8
2022 April,Food Stores,127.8
2022 April,Department Stores,99.3
2022 April,Automotive Fuel,95.6
2022 April,Hardware & DIY,154.4
2022 April,Furniture & Lighting,190.2
2022 April,Bars,77.8
2022 April,Electrical Goods,209.6
2022 April,Clothing & Footwear,157.6
2022 April,Clothing & Footwear,173.7
2022 April,Pharmacy & Cosmetics,114.0
2022 April,Pharmacy & Cosmetics,138.7
2022 April,Department Stores,81.1
2022 April,Electrical Goods,130.7
2022 April,Bars,88.7
2022 April,Furniture & Lighting,156.0
2022 April,Hardware & DIY,149.4
2022 April,Automotive Fuel,128.8
2022 April,Food Stores,128.1
2022 April,Clothing & Footwear,135.5
2022 April,Pharmacy & Cosmetics,126.4
2022 April,Motor Trades,131.4
2022 May,Motor Trades,130.5
2022 May,Food Stores,125.0
2022 May,Automotive Fuel,94.2
2022 May,Hardware & DIY,190.4
2022 May,Furniture & Lighting,129.4
2022 May,Bars,70.0
2022 May,Electrical Goods,163.6
2022 May,Pharmacy & Cosmetics,124.6
2022 May,Clothing & Footwear,126.8
2022 May,Electrical Goods,140.6
2022 May,Bars,84.6
2022 May,Furniture & Lighting,139.9
2022 May,Clothing & Footwear,140.3
2022 May,Hardware & DIY,155.6
2022 May,Motor Trades,128.1
2022 May,Pharmacy & Cosmetics,135.8
2022 May,Automotive Fuel,129.3
2022 May,Department Stores,86.9
2022 May,Food Stores,126.8
2022 May,Food Stores,127.2
2022 May,Department Stores,84.9
2022 May,Automotive Fuel,133.0
2022 May,Motor Trades,113.1
2022 May,Department Stores,70.8
2022 May,Clothing & Footwear,145.5
2022 May,Electrical Goods,218.3
2022 May,Bars,73.9
2022 May,Furniture & Lighting,167.0
2022 May,Hardware & DIY,160.7
2022 May,Automotive Fuel,93.5
2022 May,Department Stores,105.6
2022 May,Pharmacy & Cosmetics,145.7
2022 May,Motor Trades,117.2
2022 May,Pharmacy & Cosmetics,113.2
2022 May,Clothing & Footwear,125.6
2022 May,Electrical Goods,114.1
2022 May,Bars,80.2
2022 May,Furniture & Lighting,92.2
2022 May,Hardware & DIY,209.5
2022 May,Food Stores,125.7
2022 June,Electrical Goods,208.6
2022 June,Bars,77.2
2022 June,Furniture & Lighting,183.2
2022 June,Pharmacy & Cosmetics,130.2
2022 June,Clothing & Footwear,124.7
2022 June,Electrical Goods,130.6
2022 June,Bars,88.1
2022 June,Furniture & Lighting,147.3
2022 June,Food Stores,129.4
2022 June,Automotive Fuel,139.7
2022 June,Department Stores,91.1
2022 June,Motor Trades,130.2
2022 June,Food Stores,125.7
2022 June,Motor Trades,115.9
2022 June,Clothing & Footwear,145.0
2022 June,Hardware & DIY,152.3
2022 June,Hardware & DIY,149.7
2022 June,Pharmacy & Cosmetics,152.3
2022 June,Automotive Fuel,94.9
2022 June,Furniture & Lighting,155.4
2022 June,Automotive Fuel,147.3
2022 June,Hardware & DIY,180.4
2022 June,Pharmacy & Cosmetics,154.4
2022 June,Bars,90.4
2022 June,Electrical Goods,97.3
2022 June,Clothing & Footwear,117.9
2022 June,Pharmacy & Cosmetics,132.2
2022 June,Motor Trades,97.5
2022 June,Department Stores,96.5
2022 June,Motor Trades,86.1
2022 June,Department Stores,114.4
2022 June,Department Stores,110.3
2022 June,Automotive Fuel,94.0
2022 June,Hardware & DIY,184.2
2022 June,Furniture & Lighting,184.1
2022 June,Bars,79.7
2022 June,Electrical Goods,143.4
2022 June,Clothing & Footwear,134.5
2022 June,Food Stores,121.5
2022 June,Food Stores,124.9
2022 July,Bars,78.5
2022 July,Food Stores,130.9
2022 July,Department Stores,84.1
2022 July,Automotive Fuel,137.2
2022 July,Hardware & DIY,147.0
2022 July,Furniture & Lighting,103.7
2022 July,Bars,89.2
2022 July,Electrical Goods,107.5
2022 July,Clothing & Footwear,122.5
2022 July,Pharmacy & Cosmetics,120.7
2022 July,Motor Trades,174.7
2022 July,Motor Trades,148.9
2022 July,Food Stores,124.8
2022 July,Department Stores,103.3
2022 July,Furniture & Lighting,181.6
2022 July,Hardware & DIY,152.4
2022 July,Automotive Fuel,94.1
2022 July,Department Stores,112.2
2022 July,Food Stores,127.8
2022 July,Motor Trades,114.5
2022 July,Pharmacy & Cosmetics,149.6
2022 July,Pharmacy & Cosmetics,129.0
2022 July,Clothing & Footwear,129.5
2022 July,Electrical Goods,133.8
2022 July,Bars,89.8
2022 July,Electrical Goods,212.6
2022 July,Hardware & DIY,149.7
2022 July,Furniture & Lighting,144.5
2022 July,Department Stores,93.5
2022 July,Automotive Fuel,93.0
2022 July,Hardware & DIY,148.0
2022 July,Furniture & Lighting,169.7
2022 July,Bars,72.0
2022 July,Electrical Goods,176.0
2022 July,Clothing & Footwear,144.5
2022 July,Automotive Fuel,136.1
2022 July,Pharmacy & Cosmetics,140.7
2022 July,Motor Trades,128.2
2022 July,Food Stores,132.8
2022 July,Clothing & Footwear,148.2
2022 August,Food Stores,129.5
2022 August,Department Stores,107.9
2022 August,Hardware & DIY,154.8
2022 August,Automotive Fuel,97.7
2022 August,Motor Trades,120.5
2022 August,Department Stores,88.0
2022 August,Motor Trades,137.8
2022 August,Motor Trades,119.8
2022 August,Food Stores,124.6
2022 August,Department Stores,112.8
2022 August,Automotive Fuel,94.9
2022 August,Hardware & DIY,146.7
2022 August,Furniture & Lighting,187.9
2022 August,Bars,100.9
2022 August,Electrical Goods,187.8
2022 August,Clothing & Footwear,151.9
2022 August,Pharmacy & Cosmetics,142.1
2022 August,Pharmacy & Cosmetics,129.6
2022 August,Clothing & Footwear,126.1
2022 August,Electrical Goods,134.7
2022 August,Bars,99.8
2022 August,Furniture & Lighting,143.9
2022 August,Hardware & DIY,153.4
2022 August,Automotive Fuel,140.2
2022 August,Furniture & Lighting,179.4
2022 August,Food Stores,134.4
2022 August,Department Stores,92.5
2022 August,Bars,84.8
2022 August,Food Stores,127.9
2022 August,Clothing & Footwear,145.7
2022 August,Pharmacy & Cosmetics,125.4
2022 August,Clothing & Footwear,121.4
2022 August,Electrical Goods,129.6
2022 August,Bars,123.6
2022 August,Furniture & Lighting,142.9
2022 August,Hardware & DIY,147.7
2022 August,Motor Trades,139.5
2022 August,Electrical Goods,213.5
2022 August,Automotive Fuel,134.3
2022 August,Pharmacy & Cosmetics,150.9
2022 September,Clothing & Footwear,139.9
2022 September,Electrical Goods,218.2
2022 September,Motor Trades,121.2
2022 September,Food Stores,125.9
2022 September,Department Stores,80.7
2022 September,Automotive Fuel,140.1
2022 September,Hardware & DIY,160.5
2022 September,Furniture & Lighting,168.6
2022 September,Bars,111.4
2022 September,Electrical Goods,153.5
2022 September,Food Stores,125.9
2022 September,Clothing & Footwear,102.2
2022 September,Pharmacy & Cosmetics,148.9
2022 September,Clothing & Footwear,118.6
2022 September,Electrical Goods,240.5
2022 September,Bars,87.7
2022 September,Furniture & Lighting,197.3
2022 September,Hardware & DIY,165.1
2022 September,Automotive Fuel,100.6
2022 September,Department Stores,96.3
2022 September,Food Stores,121.0
2022 September,Motor Trades,111.9
2022 September,Pharmacy & Cosmetics,126.8
2022 September,Department Stores,109.7
2022 September,Motor Trades,125.9
2022 September,Hardware & DIY,154.7
2022 September,Automotive Fuel,99.1
2022 September,Automotive Fuel,138.8
2022 September,Food Stores,131.1
2022 September,Motor Trades,142.7
2022 September,Hardware & DIY,154.3
2022 September,Furniture & Lighting,147.3
2022 September,Bars,96.8
2022 September,Electrical Goods,138.5
2022 September,Bars,80.0
2022 September,Clothing & Footwear,125.1
2022 September,Pharmacy & Cosmetics,128.1
2022 September,Pharmacy & Cosmetics,147.8
2022 September,Furniture & Lighting,181.6
2022 September,Department Stores,91.2
2022 October,Motor Trades,147.7
2022 October,Bars,99.4
2022 October,Motor Trades,101.2
2022 October,Automotive Fuel,97.9
2022 October,Department Stores,98.8
2022 October,Hardware & DIY,132.0
2022 October,Automotive Fuel,137.3
2022 October,Hardware & DIY,149.2
2022 October,Furniture & Lighting,148.5
2022 October,Pharmacy & Cosmetics,160.2
2022 October,Clothing & Footwear,130.1
2022 October,Electrical Goods,206.6
2022 October,Bars,97.0
2022 October,Furniture & Lighting,200.4
2022 October,Electrical Goods,136.4
2022 October,Food Stores,125.2
2022 October,Clothing & Footwear,133.4
2022 October,Automotive Fuel,137.8
2022 October,Department Stores,92.0
2022 October,Pharmacy & Cosmetics,147.1
2022 October,Clothing & Footwear,155.0
2022 October,Pharmacy & Cosmetics,128.1
2022 October,Electrical Goods,215.2
2022 October,Motor Trades,97.8
2022 October,Food Stores,133.0
2022 October,Department Stores,84.1
2022 October,Food Stores,134.0
2022 October,Hardware & DIY,129.4
2022 October,Furniture & Lighting,136.4
2022 October,Bars,120.7
2022 October,Electrical Goods,135.5
2022 October,Clothing & Footwear,114.8
2022 October,Pharmacy & Cosmetics,136.5
2022 October,Bars,82.3
2022 October,Furniture & Lighting,184.4
2022 October,Hardware & DIY,146.4
2022 October,Automotive Fuel,99.0
2022 October,Department Stores,110.5
2022 October,Food Stores,127.1
2022 October,Motor Trades,128.9
2022 November,Pharmacy & Cosmetics,167.6
2022 November,Clothing & Footwear,183.6
2022 November,Motor Trades,144.9
2022 November,Bars,78.6
2022 November,Furniture & Lighting,210.3
2022 November,Hardware & DIY,163.0
2022 November,Automotive Fuel,102.3
2022 November,Clothing & Footwear,135.1
2022 November,Electrical Goods,140.1
2022 November,Bars,101.6
2022 November,Furniture & Lighting,149.7
2022 November,Hardware & DIY,156.7
2022 November,Automotive Fuel,140.7
2022 November,Department Stores,92.3
2022 November,Food Stores,136.3
2022 November,Electrical Goods,391.7
2022 November,Pharmacy & Cosmetics,131.3
2022 November,Electrical Goods,231.5
2022 November,Food Stores,132.7
2022 November,Motor Trades,125.9
2022 November,Food Stores,128.2
2022 November,Department Stores,110.6
2022 November,Automotive Fuel,99.2
2022 November,Hardware & DIY,155.7
2022 November,Furniture & Lighting,181.6
2022 November,Bars,84.3
2022 November,Electrical Goods,227.6
2022 November,Clothing & Footwear,155.0
2022 November,Pharmacy & Cosmetics,149.9
2022 November,Department Stores,139.0
2022 November,Motor Trades,69.4
2022 November,Department Stores,117.5
2022 November,Automotive Fuel,147.1
2022 November,Hardware & DIY,155.7
2022 November,Furniture & Lighting,160.9
2022 November,Bars,102.3
2022 November,Clothing & Footwear,168.4
2022 November,Pharmacy & Cosmetics,147.1
2022 November,Motor Trades,83.6
2022 November,Food Stores,144.5
2022 December,Hardware & DIY,153.4
2022 December,Electrical Goods,353.3
2022 December,Bars,99.3
2022 December,Furniture & Lighting,170.6
2022 December,Automotive Fuel,97.2
2022 December,Food Stores,167.2
2022 December,Food Stores,153.4
2022 December,Motor Trades,61.9
2022 December,Clothing & Footwear,223.2
2022 December,Motor Trades,46.2
2022 December,Department Stores,207.9
2022 December,Pharmacy & Cosmetics,204.9
2022 December,Department Stores,91.3
2022 December,Automotive Fuel,115.7
2022 December,Pharmacy & Cosmetics,205.9
2022 December,Clothing & Footwear,201.8
2022 December,Electrical Goods,220.2
2022 December,Department Stores,182.0
2022 December,Bars,120.1
2022 December,Furniture & Lighting,169.2
2022 December,Hardware & DIY,144.4
2022 December,Pharmacy & Cosmetics,128.6
2022 December,Clothing & Footwear,132.9
2022 December,Electrical Goods,131.2
2022 December,Bars,96.6
2022 December,Furniture & Lighting,172.1
2022 December,Hardware & DIY,148.6
2022 December,Electrical Goods,206.4
2022 December,Clothing & Footwear,152.3
2022 December,Pharmacy & Cosmetics,147.2
2022 December,Furniture & Lighting,143.1
2022 December,Hardware & DIY,149.6
2022 December,Automotive Fuel,126.0
2022 December,Food Stores,137.8
2022 December,Motor Trades,148.2
2022 December,Automotive Fuel,97.3
2022 December,Department Stores,107.8
2022 December,Food Stores,129.0
2022 December,Motor Trades,128.8
2022 December,Bars,79.4
2023 January,Motor Trades,240.9
2023 January,Clothing & Footwear,135.0
2023 January,Pharmacy & Cosmetics,131.5
2023 January,Automotive Fuel,125.5
2023 January,Hardware & DIY,153.6
2023 January,Automotive Fuel,101.2
2023 January,Department Stores,104.7
2023 January,Food Stores,126.7
2023 January,Motor Trades,126.6
2023 January,Furniture & Lighting,208.0
2023 January,Bars,79.0
2023 January,Electrical Goods,209.5
2023 January,Clothing & Footwear,153.6
2023 January,Pharmacy & Cosmetics,149.4
2023 January,Pharmacy & Cosmetics,105.7
2023 January,Clothing & Footwear,123.0
2023 January,Bars,62.1
2023 January,Furniture & Lighting,206.3
2023 January,Hardware & DIY,115.6
2023 January,Department Stores,65.2
2023 January,Electrical Goods,128.5
2023 January,Food Stores,121.0
2023 January,Food Stores,136.2
2023 January,Motor Trades,146.8
2023 January,Pharmacy & Cosmetics,128.2
2023 January,Clothing & Footwear,148.3
2023 January,Electrical Goods,232.8
2023 January,Bars,59.2
2023 January,Hardware & DIY,116.3
2023 January,Automotive Fuel,97.0
2023 January,Department Stores,82.5
2023 January,Furniture & Lighting,217.1
2023 January,Motor Trades,179.4
2023 January,Electrical Goods,132.8
2023 January,Bars,95.7
2023 January,Furniture & Lighting,170.4
2023 January,Hardware & DIY,157.3
2023 January,Automotive Fuel,132.8
2023 January,Department Stores,88.6
2023 January,Food Stores,116.3
2023 February,Furniture & Lighting,189.8
2023 February,Motor Trades,177.4
2023 February,Food Stores,129.8
2023 February,Department Stores,75.8
2023 February,Automotive Fuel,104.7
2023 February,Hardware & DIY,140.7
2023 February,Bars,73.8
2023 February,Automotive Fuel,129.9
2023 February,Clothing & Footwear,137.0
2023 February,Pharmacy & Cosmetics,126.8
2023 February,Electrical Goods,129.6
2023 February,Bars,98.5
2023 February,Furniture & Lighting,155.8
2023 February,Hardware & DIY,159.4
2023 February,Motor Trades,127.0
2023 February,Department Stores,87.8
2023 February,Food Stores,137.6
2023 February,Motor Trades,148.0
2023 February,Electrical Goods,165.1
2023 February,Food Stores,127.3
2023 February,Pharmacy & Cosmetics,148.5
2023 February,Automotive Fuel,100.1
2023 February,Motor Trades,209.2
2023 February,Food Stores,130.5
2023 February,Department Stores,61.7
2023 February,Automotive Fuel,130.9
2023 February,Hardware & DIY,142.4
2023 February,Furniture & Lighting,209.4
2023 February,Bars,84.2
2023 February,Electrical Goods,101.6
2023 February,Pharmacy & Cosmetics,131.7
2023 February,Department Stores,101.7
2023 February,Clothing & Footwear,124.0
2023 February,Clothing & Footwear,153.0
2023 February,Electrical Goods,204.4
2023 February,Bars,80.6
2023 February,Furniture & Lighting,187.6
2023 February,Hardware & DIY,157.7
2023 February,Pharmacy & Cosmetics,105.1
2023 February,Clothing & Footwear,135.8
2023 March,Automotive Fuel,99.3
2023 March,Department Stores,105.4
2023 March,Food Stores,126.7
2023 March,Motor Trades,135.8
2023 March,Furniture & Lighting,191.0
2023 March,Electrical Goods,203.5
2023 March,Motor Trades,158.4
2023 March,Food Stores,137.5
2023 March,Automotive Fuel,122.1
2023 March,Hardware & DIY,146.2
2023 March,Furniture & Lighting,155.7
2023 March,Bars,92.0
2023 March,Electrical Goods,128.9
2023 March,Clothing & Footwear,131.7
2023 March,Pharmacy & Cosmetics,133.1
2023 March,Motor Trades,172.9
2023 March,Food Stores,133.3
2023 March,Department Stores,78.5
2023 March,Automotive Fuel,122.9
2023 March,Hardware & DIY,140.0
2023 March,Furniture & Lighting,135.4
2023 March,Bars,74.3
2023 March,Electrical Goods,103.0
2023 March,Clothing & Footwear,109.8
2023 March,Pharmacy & Cosmetics,116.7
2023 March,Motor Trades,148.9
2023 March,Food Stores,123.4
2023 March,Department Stores,89.4
2023 March,Automotive Fuel,98.5
2023 March,Hardware & DIY,140.0
2023 March,Furniture & Lighting,175.3
2023 March,Bars,65.2
2023 March,Department Stores,98.2
2023 March,Electrical Goods,159.4
2023 March,Clothing & Footwear,119.8
2023 March,Pharmacy & Cosmetics,136.2
2023 March,Hardware & DIY,142.2
2023 March,Bars,75.1
2023 March,Pharmacy & Cosmetics,149.2
2023 March,Clothing & Footwear,146.2
2023 April,Electrical Goods,129.8
2023 April,Furniture & Lighting,149.3
2023 April,Pharmacy & Cosmetics,138.5
2023 April,Clothing & Footwear,136.3
2023 April,Pharmacy & Cosmetics,133.7
2023 April,Hardware & DIY,154.8
2023 April,Clothing & Footwear,174.6
2023 April,Hardware & DIY,147.9
2023 April,Bars,74.2
2023 April,Furniture & Lighting,172.9
2023 April,Automotive Fuel,124.6
2023 April,Department Stores,88.2
2023 April,Food Stores,140.3
2023 April,Motor Trades,163.5
2023 April,Automotive Fuel,105.1
2023 April,Department Stores,78.6
2023 April,Food Stores,131.8
2023 April,Motor Trades,177.2
2023 April,Pharmacy & Cosmetics,120.3
2023 April,Electrical Goods,132.9
2023 April,Clothing & Footwear,153.5
2023 April,Bars,96.5
2023 April,Bars,86.2
2023 April,Hardware & DIY,158.0
2023 April,Automotive Fuel,128.1
2023 April,Department Stores,69.3
2023 April,Food Stores,149.9
2023 April,Motor Trades,238.9
2023 April,Electrical Goods,89.8
2023 April,Pharmacy & Cosmetics,149.5
2023 April,Electrical Goods,203.9
2023 April,Bars,78.9
2023 April,Furniture & Lighting,180.5
2023 April,Hardware & DIY,151.1
2023 April,Automotive Fuel,101.8
2023 April,Department Stores,102.8
2023 April,Food Stores,128.8
2023 April,Motor Trades,137.6
2023 April,Clothing & Footwear,153.1
2023 April,Furniture & Lighting,126.8
2023 May,Bars,78.8
2023 May,Automotive Fuel,101.9
2023 May,Hardware & DIY,156.1
2023 May,Furniture & Lighting,183.3
2023 May,Electrical Goods,216.0
2023 May,Clothing & Footwear,146.3
2023 May,Pharmacy & Cosmetics,153.6
2023 May,Hardware & DIY,217.8
2023 May,Automotive Fuel,125.0
2023 May,Department Stores,70.6
2023 May,Food Stores,141.2
2023 May,Motor Trades,153.4
2023 May,Motor Trades,156.5
2023 May,Food Stores,140.8
2023 May,Department Stores,86.9
2023 May,Automotive Fuel,121.6
2023 May,Hardware & DIY,158.9
2023 May,Pharmacy & Cosmetics,136.8
2023 May,Clothing & Footwear,130.5
2023 May,Electrical Goods,142.4
2023 May,Department Stores,101.4
2023 May,Food Stores,128.8
2023 May,Furniture & Lighting,152.6
2023 May,Furniture & Lighting,98.0
2023 May,Motor Trades,134.2
2023 May,Automotive Fuel,102.5
2023 May,Hardware & DIY,188.4
2023 May,Furniture & Lighting,137.0
2023 May,Bars,74.1
2023 May,Motor Trades,129.3
2023 May,Food Stores,128.1
2023 May,Clothing & Footwear,140.1
2023 May,Electrical Goods,163.7
2023 May,Pharmacy & Cosmetics,125.4
2023 May,Clothing & Footwear,128.3
2023 May,Electrical Goods,116.0
2023 May,Bars,90.8
2023 May,Bars,96.8
2023 May,Pharmacy & Cosmetics,143.3
